Title,Lyrics,Embedding,Q1,Q2,Q3,Q4,Quartile
I Sell A1 Cocaine," Sell A1 Cocaine Lyrics[Chorus]
They saying I'm unique
Cause I sell the best cocaine on the streets
Ask bout me, they tell you it's A1
I sell the best coke, holla when you want some
They saying I'm unique
Cause I sell the best cocaine on the streets
Ask bout me, they tell you it's A1
I sell the best coke, holla when you want some

[Verse 1]
I sell the best work, gone get with me
Top grade cocaine, I still sell the sticky
Powder so killer, I swear after one hit
It'll make you and your gal wanna groove it
World class powder, straight from Colombia
I put it on everything, my coke will numb ya
Certified to be tha best you ever had
Don’t forget about the horse 'cause it’s gon' keep you glad
My coke so gravy
Other dealers jealous, want me pushin’ up daisies
Cause they dope inferior to mine
Hit me up, I'mma have you on cloud nine
Link up with your thug if you ain't scary
You gon' fall in love and my cocaine you’ll marry
Unlike my competition, ain't no additive
Ice-cold, uncut, Viper, they mad at him
You might also like[Chorus]
They saying I'm unique
Cause I sell the best cocaine on the streets
Ask bout me, they tell you it's A1
I sell the best coke, holla when you want some
They saying I'm unique
Cause I sell the best cocaine on the streets
Ask bout me, they tell you it's A1
I sell the best coke, holla when you want some

[Verse 2]
Whatever you buyin', I can get it to ya
My customers stay happy street's saying that I'm the realest
Dope boy that ever lived
'cause all to the dope game I give
My top rated cocaine
You hit it once and it's locked off in your brain
You'll be floating to a new plane
And we ain’t afraid to shoot, take a shot to the vein
Coward people out there, time to go home
'Cause it’s time to take a hit and go to another zone
I'm your dope man but I’ll take a hit with ya
So you see it's safe and accept the big picture
Cocaine is the movement
Judgemental cowards just scared to do it
Ain't no' these boys beat my prices
And if your money low then my price I'll slice it
Choose me while you work and relax
I sell powder, I sell crack
My work is something like you never experienced
One small sniff, on my life, you'll be feeling it
My twenty-packs lovely, have you up all day
Haters jealous of me because they know I sell the best yay
Never caught a dope case, cause I got the best goods
Customers don't snitch, cause I got the best in tha hood
[Chorus]
They saying I'm unique
Cause I sell the best cocaine on the streets
Ask bout me, they tell you it's A1
I sell the best coke, holla when you want some
They saying I'm unique
Cause I sell the best cocaine on the streets
Ask bout me, they tell you it's A1
I sell the best coke, holla when you want some1Embed","[-0.03028216  0.05121498 -0.02341162 ...  0.00819421  0.00208347
  0.00295712]",0.56621647,0.52621657,0.45738974,0.3949776,Q1
Clip In,"Clip In Lyrics[Intro]
(—I ekil sleeF)
(uoy tuohtiw eb ot ekil sleef ti tahw deciton reveN)
(uoy tuohtiw enihs t'nseod nus ym yl...)

[Chorus]
I lost her
I face it, I lost her
One day she'll come back, but I lost her
I lost her, I lost her
One day she'll come back, but I lost her

[Verse]
I sit and wonder, how would it had been
If I would have kept my girl in my life?
But I threw it off
Tryna be the boss, blang and flossed
I got tossed like a Nina Ross
I was trippin'
Now I'm thugged out, G'd up, we clip in
Hustlin', shot-callin', not fallin', big ballin'
And I'm deep in the game
Ain't nothin' changed, it just got rearranged
I be like, ""Man...
How long can I grind?
How long can I shine?
How long will time be on my side to ride, as I glide?""
And I be like, ""Man I fucked it off
I wish I would've been more real to her, mane
But I throwed it off, now I'm just movin' in this thang""
Ridin' through, contemplating the days of my past
Waitin' to get somebody, straight ready to blast
Hustlin', tusslin', rustlin'
Never will a G be strugglin', shruggin'
Lovin' the memories of when we were huggin'
You might also like[Chorus]
Though I lost her
One day she'll come back, but I lost her
One day she'll come back, but I lost her
Yeah, one day she'll come back, but I lost her
I lost her
I lost her
I lost her
I lost her

[Outro]
(...etal lriG)
(yats syawla ll'I traeh ruoy ni erehwemoS)
(yarp I dna epoh I)
(yawa raf os er'uoy won thgir rof hguoht nevE)
(yas ot tahw swonk nevaeH)
(—I ekil sleeF)
(uoy tuohtiw eb ot ekil sleef ti tahw deciton reveN)
(uoy tuohtiw enihs t'nseod nus ym yletal lriG)
(yats syawla ll'I traeh ruoy ni erehwemoS)
(yarp I dna epoh I)
(yawa raf os er'uoy won thgir rof hguoht nevE)
(yas ot tahw swonk nevaeH)1Embed","[ 0.00482216  0.02806362 -0.00143655 ... -0.00553082  0.03078179
 -0.0305404 ]",0.80763763,0.6743323,0.9389156,0.7860403,Q3
I Ball For Gunshots,"I Ball For Gunshots Lyrics[Hook]
Gunshots
I ball for gunshots
I grind for gunshots
I stang for gunshots

[Verse 1]
You don't wanna hear what's singin'
Gunshots bangin' out
When you're comin'
And I promise, it's gone get ya runnin'
Gunshots roar out like a lion
They'll get these bitch boys cryin'
They better beware
I stay prepared
A band of plugs sound out the coil
If these boys try to get my spoil
The noise gon' make 'em think twice about
Tryin' to catch a baller for things he sacrificed for
So I can't lay down
I gotta put you on the ground
Real quick like
As I let these take flight

[Hook]
Gunshots
I ball for gunshots
I grind for gunshots
I stang for gunshots
You might also like[Verse 2]
If I have to, I'll catch 'em off guard
Sound hit after the bullet, but still go hard
It's like the volume guys
Every time I pop my nine
The power of the heat, the man's respect
And it's fast to put these boys in check
You might hear it out the Tec
Except this ain't a lecture
It's you dyin', mothafucka
And goin' out like a sucka
Naan nigga needed
Just me and my index get the place heated
And you wet
Gunshots and you use the med
Time for sleepin'
From these stains I was peepin'

[Hook]
Gunshots
I ball for gunshots
I grind for gunshots
I stang for gunshotsEmbed","[-0.03374264  0.03026433 -0.0195109  ... -0.03200517  0.03802053
 -0.00076675]",0.66135126,0.73381305,0.6238093,0.5092022,Q2
Can’t Stop Me From Snowbirdin’,"an’t Stop Me From Snowbirdin’ Lyrics[Chorus]
Now I know (Know) I'm ballin' fo' sho' (Sho')
And no one can take this cash (Cash) from me (No)
Now I know ('Sho) I'm mallin' for sure (Mallin')
And no one can take these things (Things) from me (No)
And now I know (Know) I'm gettin' up for sure (Oh)
And no one can stop me from (Snow) snowbirdin' (Snowbird)
Now I know (I know) I'm shinin' for sure (Shinin')
And no one can take my piece (Piece and) and chain from me (Chain)

[Verse 1]
Dude's anger, I escalate
When they see all my chicks and cake
Pretty girls ask for my love potion
They lock me down, then they set it in motion
My cash is immaculate
Sit back and chill and watch how I do this
I'm the antagonist, see what I'm about
Got the protagonist scared of a joust
I intimidate boys, and get 'em on they feelings
In the meanwhile, to me, the cuties are revealin'
These marks ain't goin' nowhere
I mash on these chumps with no care
They're demolished with no escape path
No reprise from the force of my wrath
I make they dreams disappear and be roasted
'Cause my cash game is huge and explosive
You might also like[Chorus]
Now I know (Know) I'm ballin' fo' sho' (Sho')
And no one can take this cash (Cash) from me (No)
Now I know ('Sho) I'm mallin' for sure (Mallin')
And no one can take these things (Things) from me (No)
And now I know (Know) I'm gettin' up for sure (Oh)
And no one can stop me from (Snow) snowbirdin' (Snowbird)
Now I know (I know) I'm shinin' for sure (Shinin')
And no one can take my piece (Piece and) and chain from me (Chain)

[Verse 2]
From me all the girls get
They love addiction on, cause I'm magnetic
They go crazy for a thug, and be my love maniacs
They fall in love with me and never turn back
Peep how my stangs grind
Technologically advanced and industrialized
Boys wish they could be on my level
But they battle assault is soft as a pebble
These bustas ain't seein' me
And if they run up, they'll get smoked like a genie
I'm just a made G, locked in money mode
My cash shockin' dudes like an electrode
I'm winnin' big green daily
Meanwhile, a new cutie pie waitin' on me
To meet up and knock her down fo' sho'
Meanwhile I'm reminiscin' on the star I hit the day befo'
[Chorus]
Now I know (Know) I'm ballin' fo' sho' (Sho')
And no one can take this cash (Cash) from me (No)
Now I know ('Sho) I'm mallin' for sure (Mallin')
And no one can take these things (Things) from me (No)
And now I know (Know) I'm gettin' up for sure (Oh)
And no one can stop me from (Snow) snowbirdin' (Snowbird)
Now I know (I know) I'm shinin' for sure (Shinin')
And no one can take my piece (Piece and) and chain from me (Chain)4Embed","[ 0.0302953   0.02629445  0.01156049 ... -0.00965094  0.03131914
  0.00801969]",0.79226077,0.6775009,0.7076255,0.67359936,Q1
What I’m Spendin,"hat I’m Spendin Lyrics[Chorus]
The money got different
Cuz of what I'm spendin'
The money got different
Cuz of what I'm spendin'
The money got different
Cuz of what I'm spendin'
The money got different
Cuz of what I'm spendin'

[Verse 1]
The money nothin' to me
To me, it's like paper and cheese
And I keep it wherever I go
My money long like flamingo
When haters see me‚ they mouth drop
My money colorful‚ like Floral Shoppe
Catch me in VIP with a model‚ that's chop chop
The champagne ain't the only thing going pop
Haters are jealous but I swear that they bet' not test
Cuz if they do, on my life, it's gon' be a mess
It's best to chill‚ and watch a real G mall
And don't get mad when you see 'em new rims crawl

[Chorus]
The money got different
Cuz of what I'm spendin'
The money got different
Cuz of what I'm spendin'
You might also like[Verse 2]
You can find me deep in the cut
With a cutie-pie ready to give up them guts
You wanna see a real shiner? Then watch my strut
I'm stacking hundred dollar bills like y'all stack change
Since I fell in love with money, it ain't been the same
I'm stacking this green like a madman
The way I mash on haters got em sad and
Don't don't don't don't- haters got em sad and
They saying I'm the realest to ever do it
It's just a means to an end, like ain't nothing to it
I make it look simple‚ now I'm in another cutie-pie
Somethin' like my chin dimple

[Chorus]
The money got different
Cuz of what I'm spendin'
The money got different
Cuz of what I'm spendin'Embed","[-0.01326302  0.01571918 -0.00954383 ...  0.01642071 -0.00325385
 -0.01571183]",0.8207401,0.66855925,0.71795887,0.6445215,Q1
Feel,"eel Lyrics[Chorus]
Feel
The words that I spill still
You might get killed
Feel
The words that I spill still
You might get killed

[Verse 1]
Fuck these punk busters, they all phony
Plus they all knew that I was only
The boy that they wish they could be
Especially when they see them diamonds bling
But yet still they scared to do a jack move
'Cause if they did, they gon' see that .44 move
So these niggas lookin' stiff
I got these boys froze up on that bitch' tip
Scary ass cluckers
I wish they'd take a chance on a come up so I can bust ya
With the heat grindin' deep while it capped ya
Then laugh to myself 'bout how I tapped ya
'Cross the top of your skull
And let you see, life ain't gotta be dull
It can be real exciting
And death can be inviting
You might also like[Chorus]
Feel
The words that I spill still
You might get killed
Feel
The words that I spill still
You might get killed

[Verse 2]
I like to bust on competition
And these bitch made niggas ain't listening
Wonderin' when one of these punks gon' jump
So I can let that metal dump
On one of these chump-ass fools
And let my shit heat up and get cool
And let 'em find out that they dealin' with a G
A black hearted nigga that'll leave you in the sea
And leave your bitch ass for fish food
I ain't trippin', that's how I do
Motherfuck a funeral
I'm trying to make sure nobody remember ya
'Cause I got no love for these marks
And I'ma let them know I've got heart
That's what I'm talkin 'bout
Yeah, peep what I got
[Chorus]
Feel
The words that I spill still
You might get killed
Feel
The words that I spill still
You might get killed1Embed","[-0.03302698  0.05676324 -0.02013339 ...  0.0033992  -0.01577196
 -0.0147161 ]",0.81098986,0.96097255,0.81116664,0.6601129,Q2
Leanin’ Low,"Leanin’ Low Lyrics[Chorus]
I see you're gone, and ballin' on
Leanin' low, G'd up fo' sho'
I see you're gone, and ballin' on
Leanin' low, G'd up fo' sho'

[Verse 1]
You died, but your memories I keep
Like how we used to battle rap on my back street
It was amazing, your freestyle was the best
You'd say shit that put other rappers' careers to rest
But last time I saw you was outside of the club
You lost the ring you was givin' to yo girl and agg' as fuck
And if I knew I wouldn't see you no more, I wouldn't believe it
That this would be the last time that I would see you breathin'
We was on the same team, with similar goals
To come up in the rap game, ball and flow
It was some fraud shit, you died too soon
Now I roll around, aggravated, starin' at the moon
Contemplatin' all the good times that we had
And if roles were reversed, I know you'd be sad
But I ain't even trippin', I'm gon' see you again
And when I do, you gone have a platinum mic in your hand

[Chorus]
I see you're gone, and ballin' on
Leanin' low, G'd up fo' sho'
I see you're gone, and ballin' on
Leanin' low, G'd up fo' sho'
You might also like[Verse 2]
I remember when I heard the news
I was rollin' down the freeway, bangin' Screw
They said it on the radio
I was mad than a mof, but all I could do was say ""No!""
I pulled on over to the liquor store
Bought a fifth of Hen and poured 'til it wasn't full
Now I roll, still trippin' in the world
Wonderin' why you had to go past its twirl
Your flow was the best, I mean number one
My only mentor in this game of guns
And will I ever have another?
Hell nah, 'cause you was like my big brother
That showed me how to flow
And now I know, I wish you didn't go
But in the tunnel, it's light at the end
And when it's said and done, I'm gone be rappin' with my friend

[Chorus]
I see you're gone, and ballin' on
Leanin' low, G'd up fo' sho'
I see you're gone, and ballin' on
Leanin' low, G'd up fo' sho'4Embed","[-0.00311266  0.01309322 -0.04177807 ...  0.01796648 -0.00070907
 -0.02638437]",0.7815762,0.80274355,0.9602814,0.79453564,Q3
You Actin’ Like A Bitch Ass Nigga,"ou Actin’ Like A Bitch Ass Nigga Lyrics[Hook]
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho

[Verse 1]
These marks gonna get to me
And it's got me 'bout to lose my sensitivity
I'm tryin' to be nice, that's why you see me smile
But when you give these punks a inch, they take a mile
That's why I don't hang with dudes, most of y'all be tricks
Plausible bitches, jealous of a nigga licks
With these haters, I ain't gone ever settle
That's why when you see me, I always got that metal
They got me aggravated time and time again
Fuck that ho shit, I'm gone be different
All I need is my 9
For you bitch made niggas that's wastin' my time
And fuckin' up the task
For me comin' up with this cash
You boys better get out my face
'Cause we both know your life can't be replaced
You might also like[Hook]
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho

[Verse 2]
I'm watchin' you boys all day
Tell the truth, have you ever heard your homies say
Anything worth listenin' to?
But you standin', ridin' with them, fool
And what you gon' do? Gon' get drastic
He gon' talk you into gettin' both of you'll in plastic
And when there's no end, they put steel in your mouth
To keep your clothes when your casket fall off
But in your eulogy
They don't say ""He was a dumbass who tested a G""
They talk about the highlights, thug life
Up until the point that your hatin' ass died
I rise up to every challenge
Even if a bitch nigga wanna savage me
Try to jack me, for my cheese
[Hook]
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' ho
Oh no, here we go
Another fool actin' hoEmbed","[ 0.0167097   0.02569513 -0.00369322 ... -0.0019182   0.01740845
 -0.00941546]",0.8537403,0.9033605,0.8223381,0.6845683,Q2
I Took Tha Rocks To Poland,"Took Tha Rocks To Poland Lyrics[Intro: Lil Yachty]
You fuckin' with that, F1LTH'? (Wake up, F1LTHY)
To Poland

[Chorus: Lil Yachty, Viper]
I took the Wock' to Poland
I took the Wock' to Poland (What's up with that?)
(You'll cowards don't even smoke crack)
I took the Wock' to Poland (What's up with that?)
(You'll cowards don't even smoke crack)

[Verse 1: Lil Yachty]
Uh (Phew, phew), ha
I been fiending (Uh), like I'm Kenan
Ride around with a Kel-Tec (Wock')
If you mean it, baby girl, do you mean it?
I been leaning, baby girl, I been leaning (Wock')
Phew, phew, phew (Wock')
Phone still ringing, battling all my demons
I been fiending, baby girl, I been fiending (Wock')
Hope you love me, baby, I hope you mean it (Wock')

[Chorus: Lil Yachty]
I took the Wock' to Poland
I took the Wock' to Poland
I took the Wock' to Poland
You might also like[Verse 2: Viper]
I was thuggin and ballin'
Plenty of money had me top cash haulin'
They said they wanna cut my head off
Just cause they found out how I love to floss
Now I got so much bread
All this cash goin' through my head
And they can't take a penny from me
Cause I got it all, and it's all feelin' lovely

[Verse 3: Viper]
And now that I'm paid
Haters refuse to acknowledge that I'm made
I hit a lick and now I'm set for life
Instead, I don't even have to roll no dice
Cause it ain't about luck
It's about how much cash I can tuck
Cause I got it all
And everybody knows that's how I love to mall

[Chorus: Lil Yachty, Viper]
I took the Wock' to Poland (What's up with that?)
(You'll cowards don't even smoke crack)
I took the Wock' to Poland (What's up with that?)
(You'll cowards don't even smoke crack)
See me standin’ tall
I took the Wock' to Poland (What's up with that?)
With another major shot call (You'll cowards don't even smoke crack)
The cash wasn’t a thang (What's up with that?)
And now I’m touchin' bread as if it came with chicken wangs
HahaEmbed","[-0.00332491  0.03539904  0.01826524 ...  0.00257887  0.034135
  0.0297589 ]",0.7056589,0.7079686,0.62982345,0.53953284,Q2
Ride Or Die,"ide Or Die Lyrics[Chorus]
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company

[Verse 1]
We got two choices, to ride or die
So we gon' ride through this thing, and we gon' ride so fly
G'd up, that's what I'm talkin' 'bout
And I can't wait 'til my boys get out
I see my partners, throwin' love back
As we flippin' it up, 'cause its just like that
I don't understand how them boys is keepin' it so real
But we kickin' it together and everything is chill
As the world goes round, and keeps on spinnin'
We stayin' on a mission, 'bout to be big winnin'
Stickin' with the game of true rap songs
And straight gettin' paid as we goin' on
It ain't gone stop though, until the love get dropped
We ain't gone stop though, until the body gets shot
And if it don't, we just gonna keep on hittin'
Keep mic trippin', and keep on rippin'
You might also like[Chorus]
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company

[Verse 2]
You might see a baller ridin' on them fo's
Ridin' on low, ridin' on the roads
Can you hear the bass thumpin' out the back of your car?
Bumpin' so hard, as we travelin' far
We tired of bein' broke, so we ran up on this rap game
To blow up, and this vibe'll change
Them boys throwin' up the deuce
Showin' much love, as a baller fall through
Yes, I'm gon' be ridin' through the flavor hood
Where the love is good, bustin' rhymes that I should
And it ain't gon' ever stop 'til the casket drop
So move your head, and let your body rock
And holler at your boy
When it's time to come up like a Chips Ahoy
'Cause you know I'm gon' be throwin' it back to you
A ghetto child, super star, young fool
[Chorus]
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company

[Verse 3]
I'm ridin' in the middle of a caravan
With the paper and the pen in my hand
I gotta' write some lyrics that ballers will hear
That players will feel, and ladies will chill
My homie behind me is rollin' on 3s
Yes, it's the truth, yes, my boy be a G
I remember back in the day, we used to parlay
And stay in this game, that's so player made
But now we done flipped the script, a little bit
Straight gettin' paid with major hits
And that's what it's all about, you know I gotta' clown
Throw up a hand, then put it back down

[Chorus]
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close company
G's, sittin' on threes
Flippin' plenty, keepin' close companyEmbed","[-0.00820544  0.01314943 -0.03140742 ...  0.01316908  0.01992325
 -0.00957517]",0.88936204,0.84719074,0.794771,0.7920136,Q1
